no,billToName,billToCity,state
SINV25-01894,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01895,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01896,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01897,BANYAL SOLAR SOLUTIONS,LOHARWIN,HP
SINV25-01898,BANYAL SOLAR SOLUTIONS,LOHARWIN,HP
SINV25-01899,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01900,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01901,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01902,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01903,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01904,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01905,SHREE PITRA KRIPA TRADERS,BARAN,RJ
SINV25-01906,THE GOELA ELECTRIC CO,AMBALA,HR
SINV25-01907,SIDHU COMPUTER CARE,MALOUT,PB
SINV25-01908,ENVISION ENTERPRISES,REWARI,HR
SINV25-01909,LALA MELI RAM AND SONS,NARWANA,HR
SINV25-01910,KRISHNA ENTERPRISES,JHUNSI,UP
SINV25-01911,SMART ROOF SOLAR SOLUTIONS PVT LTD,GURGAON,HR
SINV25-01912,ABHISHEK TRADERS,GANAUR,HR
SINV25-01913,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01914,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01915,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01916,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01917,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01918,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01919,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01920,AMARA RAJA ENERGY & MOBILITY LIMITED,GAUTAM BUDDHA NAGAR,UP
SINV25-01921,SUNRISE SOLAR SOLUTION,BAREILLY,UP
SINV25-01922,BINOD KUMAR CHIRANIA,GAURIPUR,AS
SINV25-01923,BINOD KUMAR CHIRANIA,GAURIPUR,AS
SINV25-01924,OSWAL INDUSTRIES,MADHUBAN,HR
SINV25-01925,JIYA TRADING CO.,KARNAL,HR
SINV25-01926,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01927,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01928,LALA MELI RAM AND SONS,NARWANA,HR
SINV25-01929,GANESH PIPE STORE,MANDI DABWALI,HR
SINV25-01930,B.S.A. TRADERS,SIRSA,HR
SINV25-01931,RAJDEEP ECO CARE,LADWA,HR
SINV25-01932,AMARA RAJA ENERGY & MOBILITY LIMITED,LUCKNOW,UP
SINV25-01933,SHIV DHVANI TRADERS,JHANSI,UP
SINV25-01934,AMARA RAJA ENERGY & MOBILITY LIMITED,AHMEDABAD,GJ
SINV25-01935,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01936,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01937,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01938,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01939,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01940,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01941,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01942,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01943,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01944,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01945,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01946,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01947,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01948,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01949,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01950,ANURAG TRADERS,SHARANPUR,UP
SINV25-01951,GREEN SOLAR ENERGY,MEERUT,UP
SINV25-01952,FBI MULTI VENTURES,CHADOORA,JK
SINV25-01953,KRISHNA ENTERPRISES,JHUNSI,UP
SINV25-01954,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01955,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01956,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01957,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01958,AMARA RAJA ENERGY & MOBILITY LIMITED,ERNAKULAM,KL
SINV25-01959,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01960,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01961,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01962,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01963,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01964,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01965,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01966,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01967,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01968,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01969,CHAUHAN ENTERPRISES,YAMUNANAGAR,HR
SINV25-01970,ECO GLOBAL SALES CORP,BATALA,PB
SINV25-01971,GARGEE ENTERPRISES,LUCKNOW,UP
SINV25-01972,OSWAL PUMPS,BHIWANI,HR
SINV25-01973,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01974,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01975,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01976,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01977,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01978,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01979,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01980,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01981,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01982,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01983,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01984,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01985,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01986,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01987,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01988,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01989,ANIL ENTERPRISES,SAMPLA,HR
SINV25-01990,YASH ENTERPRISES,SAMPLA,HR
SINV25-01991,PRASHANT SOLAR POWER,DHARAI,UP
SINV25-01992,SYNCHRONOUS SOLAR SYSTEMS,MORADABAD,UP
SINV25-01993,DOON INFRAPOWER PROJECTS PRIVATE LIMITED,JAIPUR,RJ
SINV25-01994,RAJDEEP ECO CARE,LADWA,HR
SINV25-01995,AMARA RAJA ENERGY & MOBILITY LIMITED,VIJAYAWADA,AP
SINV25-01996,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01997,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01998,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-01999,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02000,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-02001,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02002,INDEPENDENT BUISNESS MACHINES PRIVATE LIMITED,CHANDIGARH,CH
SINV25-02003,TANYA ENTERPRISES,DELHI,DL
SINV25-02004,RAJDEEP ECO CARE,LADWA,HR
SINV25-02005,POWERADE SOLUTION,REWARI,HR
SINV25-02006,GREEN TECH,BHAGWANPUR,UK
SINV25-02007,NEHRA TRADERS,TOSHAN,HR
SINV25-02008,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02009,TANYA ENTERPRISES,DELHI,DL
SINV25-02010,OSWAL PUMPS,BHIWANI,HR
SINV25-02011,GLOBAL ENTERPRISES,BHATINDA,PB
SINV25-02012,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02013,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02014,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02015,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02016,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02017,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02018,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02019,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02020,SHRI RADHE ENTERPRISES,YAMUNANAGAR,HR
SINV25-02021,TANYA ENTERPRISES,DELHI,DL
SINV25-02022,TANYA ENTERPRISES,DELHI,DL
SINV25-02023,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02024,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02025,M/S SURYA SOLAR SYSTEM,NAUGARH,UP
SINV25-02026,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02027,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02028,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02029,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02030,B3RG WORLDWIDE PRIVATE LIMITED,NOIDA,UP
SINV25-02031,BRAJ URJA,AGRA,UP
SINV25-02032,SMS SOLAR,BONGAIGAON,AS
SINV25-02033,B3RG WORLDWIDE PRIVATE LIMITED,NOIDA,UP
SINV25-02034,GREEN TECH,BHAGWANPUR,UK
SINV25-02035,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02036,THE GOELA ELECTRIC CO,AMBALA,HR
SINV25-02037,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02038,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02039,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02040,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02041,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02042,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02043,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02044,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02045,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02046,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02047,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02048,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02049,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02050,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02051,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02052,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02053,NEGO RENOVATION & MECHATRONICS,ARISIPALAYAM,TN
SINV25-02054,SHRI RADHE ENTERPRISES,YAMUNANAGAR,HR
SINV25-02055,NAVYA TRADERS,ISMAILAPUR,UP
SINV25-02056,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02057,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02058,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02059,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02060,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02061,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02062,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02063,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02064,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02065,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02066,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02067,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02068,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02069,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02070,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02071,DOON INFRAPOWER PROJECTS PRIVATE LIMITED,JAIPUR,RJ
SINV25-02072,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02073,OSWAL INDUSTRIES,MADHUBAN,HR
SINV25-02074,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02075,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02076,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02077,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02078,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02079,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02080,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02081,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02082,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02083,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02084,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02085,INDEPENDENT BUISNESS MACHINES PRIVATE LIMITED,CHANDIGARH,CH
SINV25-02086,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02087,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02088,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02089,JIYA TRADING CO.,KARNAL,HR
SINV25-02090,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02091,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02092,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02093,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02094,TANYA ENTERPRISES,DELHI,DL
SINV25-02095,ABHISHEK TRADERS,GANAUR,HR
SINV25-02096,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02097,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02098,ABHISHEK TRADERS,GANAUR,HR
SINV25-02099,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02100,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02101,SHRAVYA SOLAR TECHNOLOGIES PVT LTD,BAHADURGARH,HR
SINV25-02102,BINOD KUMAR CHIRANIA,GAURIPUR,AS
SINV25-02103,J S ELECTRONICS,CHHARRA,UP
SINV25-02104,AAROHI SERVICSES,BASTI,UP
SINV25-02105,OSWAL PUMPS,BHIWANI,HR
SINV25-02106,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02107,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02108,TANYA ENTERPRISES,DELHI,DL
SINV25-02109,TANYA ENTERPRISES,DELHI,DL
SINV25-02110,ENVISION ENTERPRISES,REWARI,HR
SINV25-02111,TANYA ENTERPRISES,DELHI,DL
SINV25-02112,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02113,TANYA ENTERPRISES,DELHI,DL
SINV25-02114,RAJDEEP ECO CARE,LADWA,HR
SINV25-02115,SUNRISE SOLAR ENTERPRISES,KANPUR,UP
SINV25-02116,OSWAL INDUSTRIES,MADHUBAN,HR
SINV25-02117,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02118,UNIK AND HPR SOLAR,SHRI GANGANAGAR,RJ
SINV25-02119,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02120,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02121,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02122,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02123,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02124,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02125,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02126,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02127,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02128,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02129,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02130,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02131,BSG SOLAR ECO ENERGY PRIVATE LIMITED,SUJANPUR,HP
SINV25-02132,B.S.A. TRADERS,SIRSA,HR
SINV25-02133,UNIK AND HPR SOLAR,SHRI GANGANAGAR,RJ
SINV25-02134,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02135,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02136,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02137,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02138,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02139,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02140,ASJANS EXPORT PRIVATE LIMITED,NARAVITA PART 1,AS
SINV25-02141,ENVISION ENTERPRISES,REWARI,HR
SINV25-02142,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02143,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02144,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02145,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02146,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02147,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02148,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02149,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02150,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02151,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02152,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02153,RAM KRISHI BHANDAR,SANCHORE,RJ
SINV25-02154,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-02155,SMART LIFE SOLAR,FEROZEPUR,PB
SINV25-02156,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02157,RAJDEEP ECO CARE,LADWA,HR
SINV25-02158,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02159,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02160,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02161,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02162,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02163,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02164,OSWAL INDUSTRIES,MADHUBAN,HR
SINV25-02165,OSWAL INDUSTRIES,MADHUBAN,HR
SINV25-02166,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02167,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02168,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02169,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02170,RAJDEEP ECO CARE,LADWA,HR
SINV25-02171,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02172,TANYA ENTERPRISES,DELHI,DL
SINV25-02173,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02174,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02175,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02176,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02177,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02178,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02179,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02180,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02181,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02182,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02183,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02184,BINOD KUMAR CHIRANIA,GAURIPUR,AS
SINV25-02185,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02186,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02187,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02188,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02189,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02190,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02191,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02192,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02193,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02194,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02195,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02196,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02197,ENVISION ENTERPRISES,REWARI,HR
SINV25-02198,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02199,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02200,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02201,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02202,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02203,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02204,PRASHANT SOLAR POWER,DHARAI,UP
SINV25-02205,JAI GURUDEV INFRATECH,AMBEDKAR NAGAR,UP
SINV25-02206,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02207,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02208,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02209,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02210,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02211,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02212,G R SALES,KARNAL,HR
SINV25-02213,G R SALES,KARNAL,HR
SINV25-02214,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02215,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02216,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02217,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02218,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02219,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02220,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-02221,MANDHAN TRADING CO.,LADWA,HR
SINV25-02222,HR IGNITE INNOVATIVE INDIA PRIVATE LIMITED,AGARTHALA,TR
SINV25-02223,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02224,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02225,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02226,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02227,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-02228,ABHISHEK TRADERS,GANAUR,HR
SINV25-02229,SHYAMA SOLAR SOLUTIONS,HARDOI,UP
SINV25-02230,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02231,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02232,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
SINV25-02233,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
SINV25-02234,SHYAMA SOLAR SOLUTIONS,HARDOI,UP
SINV25-02235,MANDHAN TRADING CO.,LADWA,HR
SINV25-02236,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02237,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02238,RAJASTHAN ELECTRONICS AND INSTRUMENTS LIMITED,JAIPUR,RJ
SINV25-02239,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-02240,HR IGNITE INNOVATIVE INDIA PRIVATE LIMITED,AGARTHALA,TR
SINV25-02241,SORONJAIVIK FARMER PRODUCER COMPANY LIMITED,KASGANJ,UP
SINV25-02242,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02243,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02244,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02245,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02246,TANYA ENTERPRISES,DELHI,DL
SINV25-02247,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02248,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02249,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02250,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02251,TANYA ENTERPRISES,DELHI,DL
SINV25-02252,RAJDEEP ECO CARE,LADWA,HR
SINV25-02253,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02254,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02255,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02256,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02257,KKSUNIDHI INFRA PVT. LTD.,HANSI,HR
SINV25-02258,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-02259,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02260,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02261,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02262,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02263,SORONJAIVIK FARMER PRODUCER COMPANY LIMITED,KASGANJ,UP
SINV25-02264,TANYA ENTERPRISES,DELHI,DL
SINV25-02265,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02266,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02267,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02268,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02269,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02270,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02271,MOR TRADING & CONSTRUCTION CO.,RADAUR,HR
SINV25-02272,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02273,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02274,SAP COMMUNICATION,JAJPUR,OD
SINV25-02275,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02276,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02277,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02278,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02279,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02280,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02281,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02282,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02283,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02284,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02285,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02286,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02287,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02288,TANYA ENTERPRISES,DELHI,DL
SINV25-02289,FRIENDS SOLAR SOLUTION,PANIPAT,HR
SINV25-02290,BHAGWAN PARSHURAM TRADING COMPANY,GHARAUNDA,HR
SINV25-02291,GENYSELF SOLAR SOLUTIONS PRIVATE LIMITED,RANCHI,JH
SINV25-02292,GENYSELF SOLAR SOLUTIONS PRIVATE LIMITED,RANCHI,JH
SINV25-02293,ABHISHEK TRADERS,GANAUR,HR
SINV25-02294,JIYA TRADING CO.,KARNAL,HR
SINV25-02295,HIMALAYAN SOLAR LIMITED,BARAWALA,HR
SINV25-02296,OSWAL PUMPS LIMITED,KUTAIL,HR
SINV25-02297,G R SALES,KARNAL,HR
SINV25-02298,GENYSELF SOLAR SOLUTIONS PRIVATE LIMITED,RANCHI,JH
